ticket_id,customer_id,created_at,resolved_at,channel,language,product,issue_type,priority,agent_id,wait_time_sec,handle_time_sec,first_call_resolution,csat_score,customer_sentiment,status,knowledge_article_used,llm_confidence,escalated,region
TKT000450,CUST40169,2026-05-17 19:53:00,2026-05-17 20:02:59,WhatsApp,Hindi,Billing,Refund,Critical,AG115,307,292,1,3.8,Neutral,In Progress,1,0.77,1,East
TKT000451,CUST44815,2026-02-19 16:50:00,2026-02-19 17:05:33,Email,English,DTH,Network Issue,High,AG130,30,903,0,2.5,Positive,Resolved,0,0.67,0,North
TKT000452,CUST99592,2026-03-02 18:12:00,2026-03-02 18:26:24,Chat,Hindi,Billing,Billing Query,High,AG101,342,522,1,3.3,Neutral,Pending,1,0.92,1,West
TKT000453,CUST39829,2026-05-30 14:46:00,2026-05-30 14:56:32,Chat,Tamil,Mobile,Device Setup,Critical,AG111,488,144,0,4.0,Positive,Pending,0,0.8,1,North
TKT000454,CUST85695,2026-03-21 20:37:00,2026-03-21 21:03:57,Email,Hindi,Internet,Device Setup,High,AG111,576,1041,0,2.3,Positive,In Progress,1,0.88,1,East
TKT000455,CUST30144,2026-03-01 08:39:00,2026-03-01 08:51:33,Email,Hindi,Billing,Complaint,Critical,AG107,586,167,0,4.2,Neutral,Resolved,1,0.71,0,East
TKT000456,CUST98458,2026-04-14 16:14:00,2026-04-14 16:36:40,Voice,Hindi,Billing,Device Setup,Low,AG106,316,1044,0,1.6,Positive,Resolved,1,0.75,0,East
TKT000457,CUST77964,2026-05-01 01:42:00,,Email,Tamil,Broadband,Billing Query,Low,AG105,76,1193,1,2.6,Negative,In Progress,1,0.9,1,North
TKT000458,CUST97135,2026-01-24 15:40:00,2026-01-24 15:54:23,Email,Hindi,Mobile,Device Setup,High,AG107,322,541,1,4.5,Positive,Escalated,1,0.67,1,North
TKT000459,CUST85514,2026-04-06 17:30:00,,Voice,Tamil,Broadband,Refund,High,AG113,587,793,1,3.7,Negative,Escalated,1,0.73,1,West
TKT000460,CUST15723,2026-03-12 00:37:00,2026-03-12 00:55:02,Chat,Tamil,Billing,SIM Activation,Low,AG123,587,495,0,2.4,Negative,Escalated,1,0.79,0,East
TKT000461,CUST31605,2026-01-14 22:22:00,2026-01-14 22:36:16,Voice,Tamil,Internet,Network Issue,Critical,AG113,521,335,1,3.5,Neutral,In Progress,0,0.78,0,East
TKT000462,CUST18943,2026-01-21 21:03:00,,Chat,Hindi,Broadband,Billing Query,Critical,AG127,339,399,1,3.7,Neutral,Escalated,0,0.94,0,North
TKT000463,CUST98000,2026-02-23 13:08:00,2026-02-23 13:23:26,Email,English,Broadband,Refund,Medium,AG107,552,374,1,2.9,Negative,Resolved,0,0.8,0,South
TKT000464,CUST16378,2026-03-13 02:38:00,2026-03-13 02:58:10,Chat,English,DTH,Plan Upgrade,Medium,AG103,459,751,0,3.1,Positive,In Progress,0,0.99,1,North
TKT000465,CUST97046,2026-05-04 18:47:00,2026-05-04 18:54:59,Chat,English,Broadband,Network Issue,High,AG111,230,249,0,3.8,Negative,Escalated,0,0.97,1,West
TKT000466,CUST32756,2026-01-22 23:48:00,,Email,English,Broadband,Plan Upgrade,Critical,AG108,223,595,0,2.2,Positive,Pending,1,0.66,0,West
TKT000467,CUST22418,2026-02-24 21:25:00,2026-02-24 21:45:52,WhatsApp,Hindi,Mobile,Refund,Medium,AG121,109,1143,0,1.9,Negative,Pending,1,0.67,0,West
TKT000468,CUST90786,2026-03-11 14:36:00,2026-03-11 14:59:29,Voice,Tamil,Mobile,Complaint,Medium,AG120,243,1166,0,1.8,Positive,Resolved,0,0.78,1,North
TKT000469,CUST88390,2026-01-28 14:39:00,2026-01-28 14:57:23,WhatsApp,Hindi,DTH,Billing Query,High,AG111,214,889,0,1.8,Negative,Resolved,1,0.87,1,South
TKT000470,CUST17087,2026-02-11 16:33:00,2026-02-11 16:52:13,Chat,Hindi,Mobile,Complaint,High,AG106,355,798,0,1.7,Neutral,Resolved,0,0.95,0,North
TKT000471,CUST87677,2026-01-10 11:39:00,2026-01-10 11:49:23,Chat,English,Billing,Network Issue,Critical,AG124,214,409,0,1.3,Neutral,Pending,0,0.9,0,West
TKT000472,CUST93309,2026-02-02 02:51:00,2026-02-02 03:06:44,WhatsApp,English,DTH,Complaint,Critical,AG106,315,629,1,3.9,Neutral,In Progress,1,0.82,1,North
TKT000473,CUST20909,2026-05-30 04:54:00,2026-05-30 05:12:52,Email,Hindi,Billing,Billing Query,Medium,AG109,25,1107,1,3.6,Neutral,In Progress,1,0.8,1,West
TKT000474,CUST34854,2026-01-14 02:18:00,,Email,Tamil,Broadband,Complaint,Critical,AG124,144,802,1,3.0,Neutral,In Progress,1,0.75,0,West
TKT000475,CUST31281,2026-06-11 02:37:00,2026-06-11 02:42:31,WhatsApp,Tamil,DTH,Device Setup,High,AG123,132,199,1,4.8,Positive,In Progress,1,0.9,0,West
TKT000476,CUST69699,2026-01-07 06:45:00,2026-01-07 06:59:53,Chat,Tamil,Mobile,Billing Query,Low,AG104,33,860,0,1.9,Positive,In Progress,1,0.89,0,North
TKT000477,CUST49612,2026-06-09 11:19:00,2026-06-09 11:38:20,WhatsApp,Hindi,DTH,Complaint,Low,AG104,174,986,1,3.1,Negative,Pending,0,0.74,0,West
TKT000478,CUST10206,2026-05-08 06:01:00,,WhatsApp,Hindi,Broadband,SIM Activation,Critical,AG106,11,750,0,3.9,Positive,Pending,0,0.89,0,West
TKT000479,CUST37862,2026-02-03 03:06:00,2026-02-03 03:27:06,Voice,Hindi,Mobile,Plan Upgrade,High,AG129,117,1149,1,3.9,Neutral,In Progress,0,0.95,0,South
TKT000480,CUST54846,2026-02-23 08:41:00,,Chat,Tamil,Broadband,Network Issue,Low,AG102,391,295,0,2.0,Neutral,Resolved,0,0.68,0,West
TKT000481,CUST54175,2026-04-20 18:28:00,2026-04-20 18:52:22,Email,Tamil,DTH,Refund,Medium,AG112,277,1185,1,3.7,Negative,In Progress,1,0.86,1,East
TKT000482,CUST62665,2026-05-27 18:38:00,2026-05-27 18:43:33,Chat,English,Billing,Network Issue,High,AG123,8,325,1,4.7,Positive,Pending,1,0.86,1,West
TKT000483,CUST57212,2026-05-01 04:34:00,2026-05-01 04:42:32,Email,Hindi,Broadband,Plan Upgrade,Critical,AG113,8,504,1,2.5,Negative,Resolved,1,0.8,1,South
TKT000484,CUST78164,2026-05-14 16:06:00,2026-05-14 16:26:13,Voice,English,Broadband,Network Issue,High,AG127,305,908,0,3.5,Negative,In Progress,0,0.95,0,West
TKT000485,CUST96474,2026-05-01 15:07:00,2026-05-01 15:21:27,Voice,Tamil,Internet,Billing Query,High,AG129,254,613,0,1.6,Neutral,Pending,0,0.89,1,South
TKT000486,CUST53620,2026-05-02 03:30:00,2026-05-02 03:45:50,Voice,Hindi,DTH,Complaint,Critical,AG121,552,398,1,2.7,Negative,In Progress,0,0.73,0,East
TKT000487,CUST34662,2026-01-16 23:04:00,2026-01-16 23:11:24,Voice,Hindi,DTH,Billing Query,High,AG113,96,348,1,4.4,Negative,Resolved,1,0.67,0,West
TKT000488,CUST26555,2026-06-28 09:01:00,2026-06-28 09:22:59,Chat,English,Broadband,Password Reset,Critical,AG111,332,987,1,4.5,Positive,Pending,0,0.82,1,North
TKT000489,CUST50487,2026-04-20 11:50:00,2026-04-20 12:04:14,Voice,Tamil,Billing,Device Setup,Medium,AG116,154,700,0,3.1,Neutral,In Progress,0,0.98,1,North
TKT000490,CUST33464,2026-05-31 17:05:00,2026-05-31 17:18:06,WhatsApp,Tamil,Mobile,Password Reset,Critical,AG111,235,551,0,4.2,Neutral,In Progress,1,0.91,1,South
TKT000491,CUST81828,2026-04-07 02:11:00,2026-04-07 02:27:33,Chat,Tamil,Billing,Password Reset,High,AG115,294,699,0,3.5,Negative,Escalated,0,0.8,1,East
TKT000492,CUST35644,2026-06-13 08:00:00,2026-06-13 08:10:35,Voice,Tamil,Billing,Network Issue,Medium,AG113,219,416,0,3.8,Neutral,Escalated,0,0.68,1,North
TKT000493,CUST29473,2026-06-22 01:02:00,2026-06-22 01:07:52,WhatsApp,English,Internet,Network Issue,Medium,AG113,125,227,1,4.0,Neutral,Pending,0,0.87,1,South
TKT000494,CUST68342,2026-05-22 13:57:00,2026-05-22 14:21:25,Voice,English,Internet,Network Issue,Critical,AG121,396,1069,1,4.1,Negative,Escalated,0,0.85,1,East
TKT000495,CUST94488,2026-05-07 06:56:00,2026-05-07 07:04:23,Email,Hindi,Mobile,Network Issue,High,AG103,190,313,1,3.7,Negative,Escalated,1,0.93,0,West
TKT000496,CUST37192,2026-04-12 05:27:00,2026-04-12 05:46:50,Voice,English,Billing,Billing Query,Low,AG118,70,1120,0,3.6,Neutral,Pending,0,0.66,0,North
TKT000497,CUST76341,2026-01-16 23:41:00,2026-01-16 23:52:25,Chat,Tamil,Internet,Plan Upgrade,High,AG102,40,645,0,4.4,Negative,Pending,1,0.7,1,East
TKT000498,CUST96850,2026-04-06 03:33:00,2026-04-06 03:56:17,Chat,English,Mobile,Billing Query,High,AG128,556,841,0,3.4,Positive,Escalated,0,0.85,1,North
TKT000499,CUST95166,2026-05-13 17:30:00,2026-05-13 17:47:45,WhatsApp,Tamil,Internet,SIM Activation,Critical,AG123,81,984,1,3.2,Positive,Escalated,0,0.86,1,North
TKT000500,CUST30118,2026-05-11 01:27:00,2026-05-11 01:51:24,WhatsApp,Tamil,Internet,Plan Upgrade,Low,AG109,582,882,0,2.5,Positive,Resolved,1,0.67,0,East
